time,PM10,PM25,CO,NO2,기온(°C),일사(MJ/m2),습도(%),강수량(mm),풍속(m/s),month,day,hour,PM10_Lag1
2021-08-12 19:00:00,33.0,28.0,0.5,0.024,26.2,0.05,58,0.0,2.4,8,12,19,20.0
2021-08-12 20:00:00,34.0,31.0,0.6,0.029,25.2,0.01,63,0.0,0.6,8,12,20,20.0
2021-08-16 20:00:00,26.0,20.0,0.4,0.017,27.5,0.03,70,0.0,2.5,8,16,20,20.0
2021-08-16 21:00:00,21.0,16.0,0.4,0.016,26.2,0.17666666666666664,74,0.0,2.1,8,16,21,20.0
2021-08-16 22:00:00,20.0,16.0,0.4,0.014,26.2,0.32333333333333325,76,0.0,1.6,8,16,22,20.0
2021-08-17 18:00:00,12.0,11.0,0.4,0.018,28.1,0.47,56,0.0,2.7,8,17,18,20.0
2021-08-17 19:00:00,22.0,9.0,0.4,0.027,25.5,0.01,74,0.3,2.6,8,17,19,20.0
2021-08-17 20:00:00,19.0,11.0,0.4,0.016,24.2,0.0,86,2.8,1.7,8,17,20,26.0
2021-08-17 21:00:00,6.0,5.0,0.3,0.012,23.5,0.01,89,4.4,1.7,8,17,21,21.0
2021-08-17 22:00:00,5.0,4.0,0.3,0.012,22.7,0.02,85,1.8,2.1,8,17,22,20.0
2021-08-17 23:00:00,5.0,3.0,0.3,0.012,22.2,0.03,86,0.0,2.0,8,17,23,20.0
2021-08-18 05:00:00,12.0,8.0,0.3,0.011,21.0,0.04,77,0.0,2.2,8,18,5,20.0
2021-08-18 08:00:00,13.0,8.0,0.3,0.019,20.7,0.05,91,2.2,1.9,8,18,8,20.0
2021-08-18 09:00:00,10.0,7.0,0.3,0.018,20.8,0.26,91,2.3,1.8,8,18,9,20.0
2021-08-18 10:00:00,10.0,5.0,0.3,0.015,21.6,0.62,92,1.1,1.7,8,18,10,20.0
2021-08-18 11:00:00,8.0,4.0,0.3,0.009,23.5,1.61,81,0.0,2.8,8,18,11,20.0
2021-08-20 04:00:00,15.0,9.0,0.3,0.005,23.6,1.225,68,0.0,2.4,8,20,4,20.0
2021-08-20 23:00:00,26.0,15.0,0.4,0.01,26.7,0.8400000000000001,67,0.0,4.1,8,20,23,20.0
2021-08-21 00:00:00,17.0,12.0,0.4,0.014,24.8,0.45500000000000007,78,0.0,1.3,8,21,0,20.0
2021-08-21 07:00:00,16.0,11.0,0.3,0.018,24.3,0.07,77,0.0,1.9,8,21,7,20.0
2021-08-21 08:00:00,17.0,11.0,0.3,0.015,24.2,0.14,81,0.3,2.2,8,21,8,20.0
2021-08-21 09:00:00,18.0,13.0,0.3,0.016,23.9,0.18,87,0.5,2.3,8,21,9,20.0
2021-08-21 10:00:00,16.0,10.0,0.3,0.015,23.0,0.08,94,5.1,3.6,8,21,10,20.0
2021-08-21 11:00:00,11.0,7.0,0.3,0.012,22.7,0.1,96,7.0,3.1,8,21,11,20.0
2021-08-21 12:00:00,9.0,7.0,0.3,0.009,22.0,0.11,98,12.5,4.5,8,21,12,20.0
2021-08-21 13:00:00,7.0,4.0,0.4,0.011,21.4,0.16,99,22.4,6.3,8,21,13,20.0
2021-08-21 14:00:00,3.0,1.0,0.4,0.01,23.4,1.5,97,12.8,2.4,8,21,14,20.0
2021-08-21 17:00:00,17.0,9.0,0.4,0.013,24.8,0.26,83,0.0,4.2,8,21,17,20.0
2021-08-21 18:00:00,16.0,7.0,0.4,0.01,23.9,0.11,93,0.8,3.1,8,21,18,20.0
2021-08-21 19:00:00,10.0,5.0,0.4,0.01,23.6,0.06,92,1.3,5.1,8,21,19,20.0
2021-08-21 20:00:00,12.0,7.0,0.4,0.013,23.2,0.0,93,0.0,2.0,8,21,20,20.0
2021-08-21 21:00:00,8.0,5.0,0.3,0.009,23.3,0.13,93,0.1,3.9,8,21,21,20.0
2021-08-22 01:00:00,13.0,7.0,0.3,0.007,23.3,0.26,91,0.0,3.2,8,22,1,20.0
2021-08-22 02:00:00,11.0,9.0,0.3,0.006,23.2,0.39,90,0.0,2.4,8,22,2,20.0
2021-08-23 12:00:00,29.0,20.0,0.6,0.026,24.0,0.52,81,0.0,2.2,8,23,12,20.0
2021-08-23 13:00:00,25.0,18.0,0.6,0.027,23.9,0.42,86,0.3,2.4,8,23,13,20.0
2021-08-23 14:00:00,26.0,16.0,0.6,0.03,23.7,0.41,89,0.7,2.0,8,23,14,20.0
2021-08-23 15:00:00,22.0,16.0,0.6,0.026,23.6,0.37,90,0.9,1.8,8,23,15,20.0
2021-08-23 16:00:00,22.0,18.0,0.6,0.028,23.2,0.15,90,1.0,2.6,8,23,16,20.0
2021-08-23 17:00:00,19.0,14.0,0.6,0.028,23.2,0.07,93,0.8,2.1,8,23,17,20.0
2021-08-23 18:00:00,14.0,13.0,0.5,0.02,22.9,0.08,93,0.3,1.9,8,23,18,20.0
2021-08-23 19:00:00,11.0,8.0,0.4,0.018,22.1,0.03,93,1.3,3.1,8,23,19,20.0
2021-08-23 20:00:00,12.0,5.0,0.4,0.02,21.3,0.0,94,1.1,2.1,8,23,20,20.0
2021-08-23 21:00:00,9.0,5.0,0.3,0.017,21.1,0.0,95,1.0,2.6,8,23,21,20.0
2021-08-23 22:00:00,6.0,3.0,0.3,0.017,21.0,0.0,94,0.0,2.6,8,23,22,20.0
2021-08-23 23:00:00,6.0,4.0,0.3,0.014,21.1,0.0,93,0.0,2.8,8,23,23,20.0
2021-08-24 00:00:00,10.0,6.0,0.3,0.01,21.1,0.0,92,0.0,2.7,8,24,0,20.0
2021-08-24 03:00:00,10.0,6.0,0.3,0.01,21.6,0.0,90,0.0,2.0,8,24,3,20.0
2021-08-24 04:00:00,13.0,6.0,0.3,0.008,21.4,0.0,94,0.2,1.9,8,24,4,20.0
2021-08-24 05:00:00,9.0,5.0,0.3,0.009,21.1,0.0,96,0.3,2.7,8,24,5,20.0
2021-08-24 06:00:00,9.0,3.0,0.3,0.014,21.2,0.0,96,0.0,2.2,8,24,6,20.0
2021-08-24 07:00:00,9.0,5.0,0.4,0.017,21.5,0.02,97,0.2,2.7,8,24,7,20.0
2021-08-24 08:00:00,7.0,3.0,0.4,0.017,21.8,0.09,96,0.1,2.9,8,24,8,20.0
2021-08-24 09:00:00,8.0,4.0,0.4,0.018,22.2,0.25,96,0.0,3.4,8,24,9,20.0
2021-08-24 10:00:00,8.0,3.0,0.4,0.018,22.5,0.27,96,1.3,3.0,8,24,10,20.0
2021-08-24 12:00:00,14.0,8.0,0.5,0.024,24.1,0.56,95,0.7,2.1,8,24,12,29.0
2021-08-24 13:00:00,14.0,9.0,0.6,0.03,24.2,0.37,96,2.6,1.5,8,24,13,25.0
2021-08-24 14:00:00,16.0,11.0,0.6,0.023,24.5,0.35,97,2.0,1.7,8,24,14,26.0
2021-08-24 15:00:00,17.0,10.0,0.5,0.015,25.9,0.73,94,0.0,2.8,8,24,15,22.0
2021-08-24 16:00:00,24.0,14.0,0.5,0.013,26.4,0.75,91,0.2,3.5,8,24,16,22.0
2021-08-24 17:00:00,19.0,11.0,0.4,0.013,25.8,0.25,93,1.2,3.6,8,24,17,19.0
2021-08-24 19:00:00,12.0,7.0,0.4,0.012,24.1,0.02,96,1.2,3.7,8,24,19,11.0
2021-08-24 20:00:00,12.0,6.0,0.3,0.012,23.4,0.0,97,0.5,3.7,8,24,20,12.0
2021-08-24 21:00:00,10.0,4.0,0.3,0.011,23.6,0.028000000000000004,94,0.0,3.7,8,24,21,9.0
2021-08-25 02:00:00,17.0,9.0,0.4,0.014,23.8,0.05600000000000001,92,0.0,2.3,8,25,2,20.0
2021-08-25 03:00:00,17.0,8.0,0.4,0.015,23.8,0.08400000000000002,93,0.3,0.4,8,25,3,10.0
2021-08-25 04:00:00,18.0,10.0,0.4,0.016,23.7,0.11200000000000002,94,0.0,0.9,8,25,4,13.0
2021-08-25 08:00:00,23.0,12.0,0.4,0.028,23.8,0.14,95,0.0,0.8,8,25,8,7.0
2021-08-25 11:00:00,14.0,8.0,0.4,0.024,25.6,0.77,85,0.0,2.5,8,25,11,20.0
2021-08-25 12:00:00,17.0,10.0,0.4,0.02,25.7,1.01,81,0.0,2.4,8,25,12,14.0
2021-08-25 13:00:00,15.0,9.0,0.4,0.017,25.5,0.74,84,0.0,2.2,8,25,13,14.0
2021-08-25 14:00:00,13.0,7.0,0.4,0.017,26.0,1.09,83,0.0,2.0,8,25,14,16.0
2021-08-26 16:00:00,55.0,28.0,0.5,0.016,27.3,0.72,83,0.7,2.9,8,26,16,20.0
2021-08-26 19:00:00,66.0,34.0,0.6,0.019,26.8,0.05,84,0.0,3.4,8,26,19,20.0
2021-08-26 20:00:00,69.0,33.0,0.6,0.018,26.4,0.0,87,0.0,2.8,8,26,20,20.0
2021-08-27 06:00:00,35.0,18.0,0.5,0.018,23.9,0.0,77,0.0,1.9,8,27,6,20.0
2021-08-27 07:00:00,35.0,16.0,0.5,0.021,23.6,0.04,79,0.0,0.9,8,27,7,20.0
2021-08-27 08:00:00,29.0,16.0,0.4,0.019,23.5,0.16,78,0.0,0.6,8,27,8,20.0
2021-08-27 09:00:00,18.0,8.0,0.4,0.02,22.7,0.21,73,0.1,1.2,8,27,9,20.0
2021-08-27 10:00:00,21.0,8.0,0.5,0.025,22.7,0.25,75,0.1,1.2,8,27,10,20.0
2021-08-27 11:00:00,25.0,7.0,0.5,0.023,22.8,0.35,79,0.0,1.0,8,27,11,20.0
2021-08-27 12:00:00,16.0,6.0,0.5,0.023,22.6,0.3,76,0.0,1.4,8,27,12,20.0
2021-08-27 14:00:00,29.0,12.0,0.6,0.044,22.9,0.4,81,0.2,1.1,8,27,14,20.0
2021-08-27 15:00:00,18.0,9.0,0.6,0.037,21.9,0.31,84,0.5,1.2,8,27,15,20.0
2021-08-27 16:00:00,18.0,9.0,0.5,0.039,22.0,0.24,85,0.0,0.4,8,27,16,55.0
2021-08-27 17:00:00,21.0,10.0,0.5,0.033,21.8,0.16,87,0.0,2.1,8,27,17,20.0
2021-08-27 18:00:00,24.0,11.0,0.6,0.043,21.7,0.1,86,0.0,1.4,8,27,18,20.0
2021-08-27 19:00:00,24.5,12.0,0.5,0.04,21.6,0.05,87,0.0,1.0,8,27,19,66.0
2021-08-29 01:00:00,25.0,14.0,0.4,0.009,23.4,0.043333333333333335,86,0.0,2.3,8,29,1,20.0
2021-08-29 02:00:00,26.0,16.0,0.4,0.012,23.2,0.03666666666666667,89,0.6,1.3,8,29,2,20.0
2021-08-29 03:00:00,28.0,14.0,0.4,0.011,23.1,0.030000000000000002,89,0.1,0.3,8,29,3,20.0
2021-08-29 05:00:00,36.0,21.0,0.5,0.013,22.9,0.023333333333333334,93,0.0,0.5,8,29,5,20.0
2021-08-29 06:00:00,37.0,23.0,0.5,0.013,22.6,0.01666666666666667,92,0.0,0.5,8,29,6,20.0
2021-08-29 07:00:00,34.0,21.0,0.5,0.017,22.3,0.01,87,0.2,3.0,8,29,7,20.0
2021-08-30 11:00:00,36.0,23.0,0.6,0.023,25.1,1.22,74,0.0,1.2,8,30,11,20.0
2021-08-30 13:00:00,36.0,22.0,0.6,0.018,26.2,1.6,69,0.0,2.1,8,30,13,20.0
2021-08-30 14:00:00,32.0,22.0,0.5,0.012,26.9,1.78,62,0.0,1.7,8,30,14,20.0
2021-08-31 08:00:00,38.0,22.0,0.6,0.027,21.9,0.13,90,0.0,2.0,8,31,8,20.0
2021-08-31 09:00:00,40.0,23.0,0.6,0.029,22.3,0.27,89,0.1,1.7,8,31,9,20.0
2021-08-31 10:00:00,40.0,23.0,0.6,0.032,22.7,0.4,87,0.0,1.5,8,31,10,20.0
2021-08-31 11:00:00,41.0,24.0,0.6,0.028,22.8,0.36,86,0.0,2.2,8,31,11,36.0
2021-08-31 12:00:00,37.0,24.0,0.6,0.026,23.0,0.34,89,0.3,1.6,8,31,12,20.0
2021-08-31 13:00:00,22.0,16.0,0.6,0.026,20.6,0.2,90,9.3,2.5,8,31,13,36.0
2021-08-31 14:00:00,21.0,17.0,0.6,0.027,20.3,0.19,96,8.9,1.4,8,31,14,32.0
2021-08-31 15:00:00,19.0,14.666666666666666,0.55,0.0235,19.9,0.16,97,11.6,2.6,8,31,15,20.0
2021-08-31 16:00:00,17.0,12.333333333333332,0.5,0.02,19.2,0.13,97,10.0,3.1,8,31,16,20.0
2021-08-31 17:00:00,15.0,10.0,0.4,0.018,18.5,0.09,98,6.8,3.5,8,31,17,20.0
2021-08-31 18:00:00,13.0,8.0,0.4,0.018,18.2,0.06,99,7.1,3.6,8,31,18,20.0
2021-08-31 19:00:00,10.0,7.0,0.4,0.017,18.1,0.02,98,3.8,3.9,8,31,19,20.0
2021-08-31 20:00:00,8.0,6.0,0.4,0.013,18.1,0.01,99,1.6,4.3,8,31,20,20.0
2021-08-31 21:00:00,6.0,5.0,0.4,0.011,18.1,0.013333333333333332,99,3.6,3.8,8,31,21,20.0
2021-08-31 22:00:00,8.0,7.0,0.4,0.012,18.3,0.016666666666666666,100,2.1,3.3,8,31,22,20.0
2021-08-31 23:00:00,4.0,4.0,0.4,0.012,18.5,0.019999999999999997,100,7.8,2.6,8,31,23,20.0
2021-09-01 00:00:00,5.0,3.0,0.4,0.01,18.7,0.02333333333333333,100,4.4,1.7,9,1,0,20.0
2021-09-01 01:00:00,3.0,3.0,0.3,0.007,18.6,0.026666666666666665,99,0.8,3.7,9,1,1,20.0
2021-09-01 07:00:00,3.0,1.0,0.4,0.016,19.3,0.03,94,0.0,3.3,9,1,7,20.0
2021-09-01 08:00:00,3.0,1.0,0.4,0.018,19.6,0.14,92,0.0,3.3,9,1,8,38.0
2021-09-01 09:00:00,4.0,1.0,0.4,0.016,20.1,0.44,90,0.0,3.5,9,1,9,40.0
2021-09-01 10:00:00,3.0,1.0,0.4,0.014,20.5,0.45,89,0.0,2.3,9,1,10,40.0
2021-09-01 11:00:00,3.0,1.0,0.4,0.013,21.1,0.56,85,0.0,3.1,9,1,11,41.0
2021-09-06 15:00:00,16.0,7.0,0.4,0.016,25.9,0.63,58,0.0,3.8,9,6,15,20.0
2021-09-06 16:00:00,13.0,6.0,0.4,0.019,25.2,0.5,59,0.0,3.0,9,6,16,20.0
2021-09-06 17:00:00,17.0,8.0,0.5,0.025,24.6,0.42,65,0.0,3.6,9,6,17,20.0
2021-09-06 18:00:00,20.0,9.0,0.4,0.019,23.8,0.15,64,0.0,3.4,9,6,18,20.0
2021-09-06 19:00:00,20.0,12.0,0.4,0.02,23.0,0.01,63,0.0,3.0,9,6,19,20.0
2021-09-06 20:00:00,25.0,15.0,0.4,0.025,21.1,0.009166666666666667,79,1.5,1.7,9,6,20,20.0
2021-09-06 21:00:00,18.0,11.0,0.4,0.015,19.7,0.008333333333333333,88,3.1,3.7,9,6,21,20.0
2021-09-06 22:00:00,16.0,12.0,0.3,0.017,19.1,0.0075,90,2.4,2.0,9,6,22,20.0
2021-09-06 23:00:00,12.0,9.0,0.3,0.011,18.5,0.006666666666666666,93,2.9,3.5,9,6,23,20.0
2021-09-07 00:00:00,12.0,8.0,0.3,0.009,18.0,0.005833333333333334,95,2.1,3.5,9,7,0,20.0
2021-09-07 01:00:00,9.0,8.0,0.3,0.007,17.7,0.005,96,1.2,3.9,9,7,1,20.0
2021-09-07 02:00:00,10.0,9.0,0.3,0.007,17.7,0.004166666666666667,97,0.4,3.8,9,7,2,20.0
2021-09-07 03:00:00,9.0,7.0,0.3,0.007,17.6,0.003333333333333333,98,1.0,3.3,9,7,3,20.0
2021-09-07 04:00:00,7.0,7.0,0.3,0.007,17.6,0.0024999999999999996,99,1.5,3.2,9,7,4,20.0
2021-09-07 05:00:00,7.0,5.0,0.3,0.011,17.7,0.001666666666666667,99,2.6,2.7,9,7,5,20.0
2021-09-07 06:00:00,7.0,5.0,0.3,0.018,17.9,0.0008333333333333335,97,1.8,2.8,9,7,6,20.0
2021-09-07 07:00:00,5.0,3.0,0.4,0.023,18.2,0.0,98,0.7,2.7,9,7,7,20.0
2021-09-07 08:00:00,9.0,4.0,0.4,0.027,18.5,0.04,99,1.0,2.4,9,7,8,20.0
2021-09-07 09:00:00,8.0,5.0,0.4,0.028,19.0,0.06,100,1.5,2.3,9,7,9,20.0
2021-09-07 10:00:00,9.0,8.0,0.5,0.031,19.2,0.1,98,5.9,1.9,9,7,10,20.0
2021-09-07 11:00:00,9.0,7.0,0.5,0.032,19.6,0.11,100,0.9,1.8,9,7,11,20.0
2021-09-07 12:00:00,10.0,9.0,0.6,0.032,19.9,0.16,100,2.0,1.6,9,7,12,20.0
2021-09-07 13:00:00,6.0,4.0,0.5,0.033,20.5,0.27,99,3.5,0.9,9,7,13,20.0
2021-09-07 14:00:00,6.0,2.0,0.5,0.028,20.7,0.25,98,0.1,2.3,9,7,14,20.0
2021-09-07 15:00:00,4.0,3.0,0.5,0.025,20.8,0.25,99,0.3,2.2,9,7,15,16.0
2021-09-07 16:00:00,4.0,2.0,0.5,0.026,20.8,0.22,97,0.2,2.2,9,7,16,13.0
2021-09-07 18:00:00,5.0,4.0,0.4,0.026,20.9,0.12,96,0.0,2.6,9,7,18,20.0
2021-09-07 19:00:00,4.0,3.0,0.5,0.029,20.8,0.03,99,1.3,2.3,9,7,19,20.0
2021-09-07 20:00:00,5.0,3.0,0.4,0.02,20.7,0.03083333333333333,99,1.0,2.6,9,7,20,25.0
2021-09-07 21:00:00,3.0,2.0,0.4,0.016,20.4,0.03166666666666666,98,1.4,1.9,9,7,21,18.0
2021-09-07 22:00:00,3.0,4.0,0.4,0.016,20.3,0.0325,98,0.7,0.7,9,7,22,16.0
2021-09-07 23:00:00,3.0,1.0,0.3,0.012,20.2,0.03333333333333333,97,0.3,0.4,9,7,23,12.0
2021-09-08 00:00:00,3.0,5.0,0.3,0.009,20.0,0.034166666666666665,97,0.3,1.1,9,8,0,12.0
2021-09-08 01:00:00,3.0,2.0,0.3,0.007,20.0,0.035,97,0.2,1.6,9,8,1,9.0
2021-09-08 02:00:00,3.0,2.0,0.3,0.007,19.7,0.035833333333333335,98,0.4,1.1,9,8,2,10.0
2021-09-08 03:00:00,3.0,2.0,0.3,0.007,19.5,0.03666666666666667,98,0.5,1.5,9,8,3,9.0
2021-09-08 04:00:00,3.0,1.0,0.3,0.007,19.3,0.0375,97,0.2,1.9,9,8,4,7.0
2021-09-08 05:00:00,3.0,2.0,0.3,0.009,19.2,0.03833333333333333,97,0.3,0.3,9,8,5,7.0
2021-09-08 06:00:00,3.0,2.0,0.3,0.012,19.0,0.03916666666666667,98,0.0,2.0,9,8,6,7.0
2021-09-08 07:00:00,3.0,1.0,0.3,0.014,19.1,0.04,97,0.0,1.1,9,8,7,5.0
2021-09-21 01:00:00,28.0,13.0,0.3,0.006,21.9,0.03571428571428571,85,4.7,2.1,9,21,1,20.0
2021-09-21 02:00:00,18.0,13.0,0.3,0.007,20.9,0.03142857142857143,92,10.6,2.3,9,21,2,20.0
2021-09-21 03:00:00,14.0,11.0,0.3,0.006,20.8,0.027142857142857142,96,0.7,2.2,9,21,3,20.0
2021-09-21 04:00:00,15.0,11.0,0.3,0.006,20.6,0.022857142857142857,94,6.0,2.2,9,21,4,20.0
2021-09-21 05:00:00,14.0,11.0,0.3,0.006,20.7,0.018571428571428572,97,0.6,1.6,9,21,5,20.0
2021-09-21 06:00:00,14.0,15.0,0.3,0.008,20.7,0.014285714285714284,98,10.0,0.8,9,21,6,20.0
2021-09-21 07:00:00,6.0,5.0,0.4,0.01,20.8,0.01,98,6.7,1.2,9,21,7,20.0
2021-09-21 08:00:00,9.0,6.0,0.4,0.01,21.1,0.16,94,1.3,0.7,9,21,8,20.0
2021-09-21 09:00:00,8.0,6.0,0.5,0.009,21.2,0.22,93,0.0,1.7,9,21,9,20.0
2021-09-21 10:00:00,8.0,8.0,0.5,0.009,21.2,0.21,92,0.0,2.9,9,21,10,20.0
2021-09-21 11:00:00,12.0,7.0,0.5,0.01,21.4,0.36,94,1.0,2.6,9,21,11,20.0
2021-09-21 23:00:00,10.0,8.0,0.3,0.005,19.5,0.33199999999999996,77,0.0,6.0,9,21,23,20.0
2021-09-22 00:00:00,8.0,6.0,0.3,0.006,17.4,0.304,93,26.5,3.1,9,22,0,20.0
2021-09-22 01:00:00,4.0,3.0,0.3,0.007,17.6,0.276,96,4.2,2.1,9,22,1,28.0
2021-09-22 02:00:00,3.0,5.0,0.3,0.007,17.4,0.248,94,0.1,2.0,9,22,2,18.0
2021-09-22 08:00:00,9.0,7.0,0.4,0.015,18.1,0.22,97,0.2,0.8,9,22,8,9.0
2021-09-22 13:00:00,11.0,7.0,0.4,0.008,22.9,1.73,67,0.0,3.5,9,22,13,20.0
2021-09-22 14:00:00,13.0,8.0,0.4,0.006,23.8,1.78,64,0.0,4.0,9,22,14,20.0
2021-09-27 14:00:00,14.0,8.0,0.4,0.015,24.6,1.49,56,0.0,2.5,9,27,14,20.0
2021-09-27 15:00:00,15.0,8.0,0.4,0.018,24.1,0.56,57,0.0,1.9,9,27,15,20.0
2021-09-27 16:00:00,14.0,8.0,0.4,0.021,23.6,0.42,61,0.0,0.7,9,27,16,20.0
2021-09-27 17:00:00,13.0,7.0,0.4,0.016,23.2,0.22,64,0.0,2.6,9,27,17,20.0
2021-09-27 18:00:00,13.0,6.0,0.4,0.018,22.8,0.16,66,0.0,2.8,9,27,18,20.0
2021-09-27 19:00:00,12.0,8.0,0.4,0.019,22.4,0.01,70,0.0,2.3,9,27,19,20.0
2021-09-27 20:00:00,12.0,8.0,0.4,0.017,22.0,0.06857142857142856,71,0.0,2.7,9,27,20,20.0
2021-09-27 21:00:00,9.0,6.0,0.3,0.016,21.7,0.12714285714285714,72,0.0,2.3,9,27,21,20.0
2021-09-28 00:00:00,6.0,5.0,0.3,0.012,20.8,0.18571428571428572,74,0.0,1.8,9,28,0,20.0
2021-09-28 02:00:00,7.0,6.0,0.3,0.008,20.3,0.24428571428571427,76,0.0,2.2,9,28,2,20.0
